downstream,upstream,gage
1631031,1631025,08171300
11049784,11049744,03049800
15569747,15569391,04216418
10645809,10645755,08195000
8209965,8209947,11148900
6478767,6478845,02381600
21517040,21516066,07167500
7879518,7880800,10023000
3746098,3746096,07340300
22253907,22252001,05487980
1238069,1238533,09035900
933140016,2411248,02374500
400816,400822,07196900
4148030,4147956,01435000
21014035,21014649,07149000
8330480,8330722,08029500
6177568,6177556,01195100
8675135,8675163,02069700
12981415,12981697,05362000
23735989,23735991,14141500
6364346,6365080,02215100
20091016,20090368,07376000
8242340,8242324,11523200
11654354,11654346,06464500
23856725,23856727,12035000
20814414,20815146,08377900
1827300,1827324,03285000
8127607,8127609,01543500
272607,272589,04057510
14396296,14396284,06406000
1487590,1487570,08066200
6269292,6267840,02178400
19376624,19376616,07373000
5801078,5802762,05495000
4995867,4995875,05488200
24264873,24264875,12186000
10996215,10997161,02235200
4153184,4153168,01439500
16213240,16213248,06350000
19158244,19158238,06814000
6908085,6908097,03173000
18227465,18227429,02464360
2663781,2665525,11468500
10300593,10302627,03300400
15612418,15612400,04197100
23073997,23073999,12451000
21609627,21609641,11266500
23997386,23997388,12048000
17405835,17405547,06803510
10606012,10605920,05444000
20488072,20488504,09492400
1319346,1320264,09065500
2430544,2430436,09430600
23736091,23736093,14138900
1520079,1520083,08070200
18450629,18450627,03366500
8315833,8315835,11481200
11817455,11818755,07056000
24287054,24287056,12054000
3586214,3585678,08165300
10339194,10337448,03346000
8258809,8261865,11522500
3133679,3132401,07315700
14836139,14836121,05556500
6887560,6887562,03164000
23970361,23970363,12141300
11907450,11907272,01591400
24537970,24538136,12115500
24422911,24422913,12488500
8673171,8673051,02070000
22957045,22957049,12358500
8522117,8522115,02016000
15613810,15613832,04196800
20876000,20874948,07184000
24432171,24432173,13023000
9745570,9745600,02143040
8741019,8741067,02051500
8628719,8628737,02053800
6884216,6884304,03170000
23597189,23598397,13338500
8392902,8392898,01487000
8612083,8611825,02038850
5909185,5909157,01620500
916533,916529,07083000
16247337,16247353,06339500
8942075,8941693,10336660
19751693,19752425,03473000
3643704,3643736,06888500
2805473,2804369,11180500
15662066,15662050,04185000
7374533,7374577,06918460
6844139,6843381,04063700
13781558,13783124,05595730
8991864,8992044,04122500
5525977,5525073,08086290
8364342,8364320,06847900
2277071,2277373,06885500
12770867,12770875,06289000
8134648,8134642,01544500
3808327,3808365,03078000
24243661,24242219,14216500
8544833,8544825,02028500
348427,348419,11299600
11916237,11915443,05454000
8673537,8672697,02074500
17399475,17399459,06803530
4867203,4867221,05508805
8895542,8895436,02096846
1638575,1638557,08176900
3539113,3539121,06876700
23763159,23765449,14166500
9754772,9754768,02137727
1318986,1318968,394220106431500
166174245,6731203,01078000
18208372,18208376,02465493
20415896,20415812,09513780
8973360,8974366,03011800
4499256,4492036,01466500
8203187,8203185,11151300
8524283,8525587,02013000
2805077,2804901,11180960
10525953,10525949,02108000
9370976,9370962,06479438
6163115,6162583,01121000
11049274,11049880,03049000
17034219,17034205,09352900
724684,724696,01013500
3240407,3240437,09306242
13454034,13454042,05525500
5640212,5640210,05503800
12036605,12036579,02149000
24537994,24537996,12115000
13698839,13698835,08079600
10634089,10634105,08194200
7846067,7846049,08164300
10655699,10655681,08202700
5802222,5802188,05495500
20487062,20487232,09494000
23886296,23886298,14306500
1314057,1314083,09047700
15550119,15550141,04221000
4084458,4084450,05291000
8284784,8284190,11476600
12900470,12900462,06224000
23735817,23735819,14137000
16000368,16000378,06614800
16248121,16247217,06339100
2210148,2210130,02363000
504706,504810,03281100
12068316,8019544,11381500
20814506,20815180,08378500
8746119,8745825,02053200
7026409,7027277,05062500
21954826,21956120,07362100
9978337,9978373,02198100
435122,435136,03213700
8468565,8468561,01666500
6497222,6497288,02395120
6084639,6084505,01144000
4153230,4153164,01440400
8525401,8525659,02017500
1275886,1275868,08050800
7523291,7523283,07068000
8524487,8524489,02014000
9349291,9349285,08164600
3773675,3773681,03070500
8287574,8287584,11475560
23648620,23649514,14020000
13753663,13753665,07301410
23838566,23838568,12043000
23970287,23970289,12143600
13756263,13756121,07301500
15983511,15983485,06622700
18094325,18094981,02479560
9752546,9752480,02140991
2323410,2323442,02372250
23980613,23980763,12095000
16662827,16662867,02245500
6087,3923,01030500
24264761,24264763,12189500
7842829,7842825,08164000
12232336,12231464,04115265
8522503,8522521,02018000
8188957,8188985,11143000
10646927,10646003,08198500
2613590,2613578,01423000
10327559,10327201,10166430
9343747,9343363,01162500
19735939,19736555,03500000
19735939,19736555,03500240
10833752,10833720,08178880
23436991,23436993,13331500
18260323,18260339,02231000
8077598,8077000,01484100
10294790,10294784,01169000
18227503,18227489,02464146
8440991,8440993,01632900
22162042,22161670,03450000
8648006,8648050,02064000
16918194,16918210,02300700
17078423,17078425,11284400
1799885,1799897,04024430
12570206,12570210,06468170
14267518,14267516,05056000
7524427,7524421,07067000
4710428,4710394,01567500
3060252,3059764,06037500
6710025,6709985,01055000
6960301,6960289,05466500
12186625,12186641,04045500
4369874,4369872,06191500
17532979,17532971,06408700
24285532,24285534,12056500
8849829,8849823,02102908
14396122,14396112,06404000
21028040,21028210,07148400
18075848,18075804,02481510
22846169,22846153,07263295
16808203,16808187,02298123
24274651,24274653,12167000
19017107,19017621,06853800
17826718,17826714,08324000
12502971,12502977,04127997
8971062,8971074,03010655
11834170,11834110,07060710
4710634,4710690,01568000
13881458,13881906,05593900
11930608,11930624,04040500
1017863,1017865,07346045
22152375,22152393,03456500
1239421,1239673,09034900
8134946,8134880,01545600
3322000,3321976,01047000
12105172,12105064,03182500
7387709,7388709,06921200
22440648,22440680,09497800
14269114,14269112,05057200
23880872,23880874,14305500
1997546,1997544,02314500
23864614,23864616,12013500
10654655,10654651,08200000
19751209,19752335,03471500
19439919,19439931,03159540
6873861,6873741,03028000
23736431,23736433,14138870
7388007,7388051,06921070
8295203,8295207,11473900
4571719,4570675,01134500
16811859,16812465,02297155
10396901,10396937,10172700
15894414,15894416,09484600
4352686,4352688,03050000
20453830,20454522,09505350
12901000,12899984,06221400
5481755,5481761,06431500
22151387,22151385,03460000
6163201,6162981,01123000
1319264,1320244,09066200
1319492,1319560,09066000
14882597,14882593,11253310
13399933,13399941,05393500
4594215,4594219,01137500
18354205,18354249,09210500
13740009,13740041,07299670
8127533,8127529,01543000
24357003,24357697,12374250
505374,503758,03281500
8479560,8479268,01669000
4505596,4505612,01638480
6383979,6383975,02216180
17864266,17863078,08271000
23949599,23949601,14400000
19110782,19115892,07291000
12576066,12576056,06468250
8233476,8232336,11528700
14733222,14733210,05399500
24255217,24255219,12175500
8422706,8422736,01605500
23886370,23887082,14306340
19112974,19112976,07292500
20177979,20178105,06450500
6460665,6460293,02350900
3729091,3729049,06892000
9420705,9420683,01510000
23786017,23786019,14185900
24356437,24356439,12375900
8548821,8549853,02027500
10116938,10116720,06910800
10819236,10818086,10173450
8718809,8719481,02046000
4725927,4725937,01580000
24241687,24241689,14222500
12103728,12103826,03180500
11868290,11868270,03384450
21609427,21609435,11264500
22165088,22165090,03439000
19621434,19621426,03574500
23004327,23004329,12414500
1326129,1326465,09081600
16949660,16949514,02312200
10510478,10511316,02082950
5781417,5781401,08158810
3192080,3192546,09223000
7139936,7140308,05129115
11468876,11468866,06470800
10207781,10207857,03340800
17864362,17864360,08269000
1623227,1623205,08175000
11688320,11687656,01583500
6083557,6083547,01142500
20986743,20987715,07151500
8520765,8520617,02011400
2965686,2965578,06188000
397456,399452,07195800
13313347,13312489,05412500
5781269,5781265,08155200
15078400,15078194,08014500
16837126,16837082,02298608
9944150,9944858,02202600
3645672,3645650,06889200
22035193,22035185,02415000
2705485,2705443,11478500
7651759,7651043,07057500
8920581,8920579,10310500
22592417,22592529,10259200
21166239,21166753,07145700
8520543,8520747,02015700
13771804,13771810,05592050
8626867,8626923,02056900
20026253,20026105,07226500
5781483,5780099,08158700
2507373,2507315,05514500
8151187,8152257,01552000
12804154,12804142,06278300
22683374,22684930,10263500
23970777,23970779,12147500
166743977,166743978,02315500
24158503,24158505,13235000
6711911,6711893,01057000
20920711,20920725,07180500
4682494,4683152,01557500
12194350,12193274,02384540
8465329,8465429,01664000
10161380,10161364,03291780
10695801,10696957,10249300
13771078,13771092,05591550
11673184,11673186,06453600
5587882,5587890,08103900
20439860,20440676,09510200
22290177,22290373,01333000
14883275,14883257,11224500
6335992,6335908,02212600
6442684,6442680,02349900
24282120,24282122,12082500
8152831,8152817,01550000
23736039,23736041,14139800
7171118,7171120,05131500
15085613,15085601,08013000
7875850,7875852,08190500
8933518,8933594,10343500
8546073,8547581,02027000
14597039,14597075,10242000
21639650,21640642,02469800
18450059,18450047,03368000
20059876,20060156,07208500
4506920,4507034,01644000
24356263,24356265,12377150
2900129,2900131,06746095
23719313,23719315,14096850
1319236,1319224,09066300
19489966,19490270,03463300
24373012,24373072,12411000
23785791,23785793,14185000
23286987,23286989,13161500
23588128,23588130,13337000
23935977,23935979,14362250
23914565,23914693,14325000
3906369,3906361,09312600
22592143,22593537,10258500
21539230,21539242,06332515
16806507,16806475,02296500
20573331,20572245,09386900
7069741,7069225,05087500
9234691,9233605,02118500
12120376,12121104,04124000
8005997,8005975,11451100
23970771,23970773,12147600
23970269,23970271,12144000
23551582,23551728,13313000
9841444,9841456,04213075
4188005,4187713,01451800
15907989,15907963,09480000
23719651,23719653,14092750
3272708,3272748,09378170
18105240,18105232,02479155
11339059,11339045,10244950
6859808,6859796,04059500
8935294,8935820,10348850
13803636,13803642,05585000
21195266,21195628,07142300
23844953,23844955,12040500
20476708,20476698,09512280
1520241,1520009,08070000
8942097,8941733,10336645
23759450,23759964,14154500
8111847,8111841,01518862
5670913,5670915,08104900
10365710,10365698,02327100
487958,487474,03280700
23630308,23630310,13340600
6096301,6096297,01181000
3808413,3808825,03076600
12664628,12664836,06477500
20435308,20435246,09505800
24356089,24356115,12381400
1399000,1399324,09378630
19743826,19743440,03479000
2678276,2677104,01022500
1333580,1333022,09107000
4573975,4573927,01139000
5769819,5770545,08150800
18880764,18880716,06878000
23773391,23773393,14158790
8125293,8125225,01542810
24537922,24537936,12117000
5054201,5053353,07014500
22592111,22592131,10259000
1978654,1978648,02324400
23123725,23123433,13011500
9436439,9436433,01411300
8139752,8139414,01547700
14365506,14365490,01594950
13872672,13873068,05593575
21464256,21457950,02427250
21860182,21860164,06352000
10786414,10786426,10316500
16131669,16133019,06440200
13869102,13869098,05592575
11937967,11937201,04043050
588176,588170,07335700
22592027,22593497,10258000
8193701,8193647,11141280
9841714,9841738,04213000
8457990,8457352,01669520
4147366,4147360,01434025
22152611,22152669,03455500
9533695,9533087,08023080
17356977,17356815,06784000
4529677,4529107,01658500
18454647,18454477,03364500
6892186,6892192,03161000
2580519,2580507,08101000
6105975,6105951,01187300
8648280,8648242,02065500
18578815,18578805,02450250
7016407,7016531,05458000
1748745,1748611,01414500
16955674,16955672,02310947
18106868,18107248,02479300
2602683,2602625,01539000
18464506,18464802,03357350
17688129,17688105,11162500
23838192,23838194,12041200
22274614,22274612,02408540
7359833,7359785,06917000
3855285,3855291,06043500
24249032,24249034,14236200
17533791,17533503,06409000
8700875,8700913,02077200
7571985,7572703,07071500
8441035,8441037,01632000
6200372,6200212,01365000
10395697,10395905,10172800
11730052,11730036,02196000
2188061,2189531,02361000
5570383,5570395,08109700
3646108,3646124,06889500
2821816,2827982,11274630
24432661,24433231,13018300
3247588,3247552,01350140
1215111,1215135,10234500
22514800,22514776,11098000
23901307,23903427,14308990
21327961,21327929,09447800
15400174,15400160,03140000
8623691,8627131,02055100
22226810,22226834,11532500
11136380,11137442,10329500
23773369,23773371,14158500
4198118,4199144,01532000
8467197,8467225,01667500
8743361,8744593,02051000
788956,789208,02369800
8449084,8448576,01639500
22000720,22000698,07359610
8145130,8144818,01549500
22440714,22440682,09497980
9027877,9027875,04074950
2376959,2377281,02371500
11015951,11014543,02231342
13660337,13660393,07315200
4547808,4547810,03186500
942110019,7872253,08190000
24385053,24384941,12447390
9407516,9407484,01491000
9211186,9210448,02128000
15380059,15380169,03144000
23864402,23866024,12010000
4994035,4994067,05489000
7518821,7518913,07066000
5892366,5892354,01613050
400540,400496,07197000
21677018,21677792,02422500
9251300,9251306,02111180
6873553,6874093,03026500
17611573,17611425,11124500
20179473,20179529,06447500
8994318,8994314,04122200
16807517,16807509,02297310
165912326,5542204,08082700
23123207,23123209,13011900
1493958,1493956,08066300
8625791,8627301,02059500
4573819,4573939,01139800
